ftc.delta_t,ftc.goal_count,config.dummy,action.delta,state.value,reward,terminal,time,simulator,predict,sim_id,statistics.episode_reward,statistics.episode_count,statistics.episode_rate,statistics.iteration_count,statistics.iteration_rate
,,,,,,,,,,,,,,,
-4436820.0,,,,,,,,,,,,,,,
485.0,3,,-1,-1,3,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,20,92,45,9,176
456.0,,,,,,,,,,,,,,,
253.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,93,44,0,176
513.0,0,,1,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,93,44,1,176
473.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,93,44,2,176
495.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,93,44,3,175
2515.0,2,,1,2,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,93,44,4,175
477.0,2,,1,3,2,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,7,93,44,5,176
441.0,,,,,,,,,,,,,,,
240.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,94,44,0,176
366.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,94,44,1,176
601.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,94,44,2,177
435.0,2,,-1,0,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,94,44,3,177
424.0,2,,-1,-1,2,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,7,94,44,4,177
455.0,,,,,,,,,,,,,,,
230.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,95,45,0,177
351.0,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,95,45,1,178
426.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,95,45,2,176
2529.0,,,,,,,,,,,,,,,
312.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,96,45,0,176
388.0,0,,0,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,96,45,1,177
448.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,96,45,2,177
441.0,,,,,,,,,,,,,,,
237.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,97,45,0,177
363.0,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,97,45,1,177
479.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,97,45,2,178
431.0,1,,-1,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,97,45,3,178
426.0,1,,0,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,97,45,4,179
424.0,2,,1,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,97,45,5,179
427.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,8,97,45,6,178
2834.0,3,,-1,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,11,97,45,7,178
566.0,3,,-1,-1,3,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,14,97,45,8,178
525.0,,,,,,,,,,,,,,,
279.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,98,45,0,178
439.0,0,,1,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,98,45,1,179
525.0,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,98,45,2,179
502.0,,,,,,,,,,,,,,,
385.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,99,45,0,179
408.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,99,45,1,179
489.0,1,,1,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,99,45,2,180
445.0,2,,-1,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,4,99,45,3,180
444.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,7,99,45,4,179
2505.0,4,,0,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,11,99,45,5,179
453.0,,,,,,,,,,,,,,,
244.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,100,45,0,179
357.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,100,45,1,179
422.0,1,,1,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,100,45,2,180
427.0,1,,0,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,100,45,3,180
424.0,1,,0,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,4,100,45,4,181
426.0,1,,0,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,100,45,5,181
499.0,1,,0,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,100,45,6,181
428.0,1,,1,3,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,7,100,45,7,182
408.0,,,,,,,,,,,,,,,
219.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,101,46,0,182
2428.0,1,,0,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,101,46,1,180
505.0,1,,1,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,101,46,2,180
454.0,1,,1,3,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,101,46,3,181
446.0,,,,,,,,,,,,,,,
246.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,102,45,0,181
479.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,102,45,1,181
447.0,1,,-1,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,102,45,2,182
445.0,1,,0,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,102,45,3,182
441.0,1,,0,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,4,102,45,4,182
447.0,2,,1,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,102,45,5,183
425.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,9,102,45,6,181
2598.0,3,,-1,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,12,102,45,7,181
586.0,3,,-1,-1,3,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,15,102,45,8,182
546.0,,,,,,,,,,,,,,,
284.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,103,45,0,182
446.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,103,45,1,182
496.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,103,45,2,183
523.0,2,,1,2,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,103,45,3,183
492.0,2,,0,2,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,7,103,45,4,183
482.0,3,,-1,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,10,103,45,5,184
489.0,3,,-1,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,13,103,45,6,184
497.0,3,,-1,-1,3,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,16,103,45,7,183
2716.0,,,,,,,,,,,,,,,
292.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,104,45,0,183
377.0,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,104,45,1,183
428.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,104,45,2,183
420.0,1,,1,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,104,45,3,184
424.0,1,,0,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,104,45,4,184
426.0,1,,0,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,4,104,45,5,184
419.0,1,,0,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,104,45,6,185
418.0,1,,1,3,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,104,45,7,185
476.0,,,,,,,,,,,,,,,
250.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,105,45,0,185
349.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,105,45,1,184
2393.0,1,,-1,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,105,45,2,184
470.0,1,,-1,-1,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,105,45,3,184
440.0,,,,,,,,,,,,,,,
242.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,106,45,0,184
366.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,106,45,1,185
436.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,106,45,2,185
435.0,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,106,45,3,186
434.0,,,,,,,,,,,,,,,
235.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,107,46,0,186
465.0,0,,0,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,107,46,1,186
439.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,107,46,2,186
458.0,,,,,,,,,,,,,,,
308.0,,,,,,,,,,,,,,,
1291.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,108,46,0,186
1108.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,108,46,1,184
1617.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,108,46,2,184
1599.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,108,46,3,184
1613.0,4,,0,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,10,108,46,4,184
1678.0,,,,,,,,,,,,,,,
304.0,,,,,,,,,,,,,,,
1078.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,109,45,0,184
1216.0,0,,1,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,109,45,1,182
2397.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,109,45,2,183
484.0,1,,1,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,109,45,3,183
442.0,1,,1,3,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,109,45,4,183
437.0,,,,,,,,,,,,,,,
293.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,110,45,0,183
368.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,110,45,1,184
451.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,110,45,2,184
437.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,110,45,3,184
476.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,110,45,4,185
438.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,110,45,5,185
454.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,110,45,6,184
2528.0,4,,0,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,10,110,45,7,184
485.0,,,,,,,,,,,,,,,
251.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,111,45,0,184
376.0,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,111,45,1,185
462.0,0,,0,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,111,45,2,185
444.0,0,,0,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,111,45,3,185
443.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,111,45,4,186
444.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,111,45,5,186
449.0,2,,1,2,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,111,45,6,186
425.0,2,,1,3,2,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,7,111,45,7,187
533.0,,,,,,,,,,,,,,,
230.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,112,46,0,187
2226.0,0,,0,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,112,46,1,186
516.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,112,46,2,186
465.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,112,46,3,186
441.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,112,46,4,187
448.0,3,,-1,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,9,112,46,5,187
458.0,4,,1,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,13,112,46,6,187
681.0,,,,,,,,,,,,,,,
235.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,113,46,0,187
359.0,1,,0,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,113,46,1,188
426.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,113,46,2,188
428.0,2,,-1,0,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,113,46,3,187
2637.0,3,,1,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,8,113,46,4,187
515.0,4,,0,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,12,113,46,5,187
455.0,,,,,,,,,,,,,,,
248.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,114,45,0,187
608.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,114,45,1,187
481.0,,,,,,,,,,,,,,,
244.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,115,46,0,187
397.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,115,46,1,188
430.0,1,,1,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,115,46,2,188
452.0,1,,0,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,115,46,3,189
437.0,1,,0,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,4,115,46,4,189
436.0,1,,1,3,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,115,46,5,187
2488.0,,,,,,,,,,,,,,,
318.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,116,46,0,187
398.0,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,116,46,1,187
482.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,116,46,2,187
446.0,,,,,,,,,,,,,,,
281.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,117,46,0,187
381.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,117,46,1,188
450.0,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,117,46,2,188
440.0,,,,,,,,,,,,,,,
315.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,118,46,0,188
383.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,118,46,1,188
455.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,118,46,2,189
445.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,118,46,3,187
2631.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,118,46,4,187
488.0,3,,1,2,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,9,118,46,5,188
456.0,3,,1,3,3,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,12,118,46,6,188
536.0,,,,,,,,,,,,,,,
294.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,119,46,0,188
504.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,119,46,1,188
595.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,119,46,2,189
571.9999999998836,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,119,46,3,189
558.9999999998836,,,,,,,,,,,,,,,
289.9999999998836,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,120,46,0,189
468.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,120,46,1,189
551.0000000002328,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,120,46,2,188
2652.0000000001164,1,,-1,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,120,46,3,188
494.0,1,,-1,-1,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,120,46,4,188
442.9999999998836,,,,,,,,,,,,,,,
242.00000000011642,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,121,46,0,188
365.9999999998836,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,121,46,1,188
439.0,,,,,,,,,,,,,,,
232.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,122,46,0,188
363.0000000001164,0,,-1,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,122,46,1,189
438.0,0,,0,0,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,122,46,2,189
437.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,122,46,3,189
540.0,,,,,,,,,,,,,,,
232.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,123,47,0,189
357.00000000023283,1,,0,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,123,47,1,187
2643.9999999998836,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,123,47,2,188
543.0,2,,-1,0,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,123,47,3,188
470.9999999998836,3,,1,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,8,123,47,4,188
452.0000000001164,3,,-1,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,11,123,47,5,189
454.00000000023283,3,,0,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,14,123,47,6,189
519.9999999997672,4,,1,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,18,123,47,7,189
590.0000000001164,,,,,,,,,,,,,,,
241.99999999988358,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,124,47,0,189
363.0000000001164,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,124,47,1,188
2238.0,1,,1,2,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,124,47,2,189
628.0000000001164,1,,1,3,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,124,47,3,189
621.0,,,,,,,,,,,,,,,
273.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,125,47,0,189
421.0,1,,0,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,125,47,1,189
497.9999999998836,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,125,47,2,190
730.0000000001164,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,125,47,3,190
663.0000000001164,3,,1,2,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,9,125,47,4,190
510.0,3,,1,3,3,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,12,125,47,5,191
494.0,,,,,,,,,,,,,,,
271.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,126,47,0,191
416.9999999998836,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,126,47,1,189
2661.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,126,47,2,190
484.0000000001164,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,126,47,3,190
559.0000000002328,3,,-1,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,9,126,47,4,190
426.0,3,,0,0,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,12,126,47,5,191
421.9999999998836,4,,1,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,16,126,47,6,191
420.0,,,,,,,,,,,,,,,
232.00000000011642,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,127,47,0,191
363.0000000001164,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,127,47,1,191
410.0,,,,,,,,,,,,,,,
216.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,128,47,0,191
336.0000000001164,1,,0,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,128,47,1,191
407.9999999998836,1,,-1,0,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,2,128,47,2,190
2496.0000000001164,1,,-1,-1,1,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,128,47,3,191
475.0,,,,,,,,,,,,,,,
244.00000000011642,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,129,47,0,191
374.0000000001164,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,129,47,1,191
447.0000000001164,,,,,,,,,,,,,,,
237.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,130,47,0,191
362.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,130,47,1,191
437.9999999998836,,,,,,,,,,,,,,,
235.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,131,48,0,191
362.0,0,,-1,-1,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,131,48,1,191
440.9999999998836,,,,,,,,,,,,,,,
235.99999999988358,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,132,48,0,191
390.0000000001164,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,132,48,1,192
476.9999999998836,,,,,,,,,,,,,,,
270.0,,,,,,,,,,,,,,,
1323.9999999998836,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,133,48,0,192
1267.0000000001164,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,133,48,1,189
1660.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,133,48,2,189
1460.0000000001164,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,133,48,3,189
1619.0000000001164,4,,0,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,10,133,48,4,189
1581.0000000001164,,,,,,,,,,,,,,,
370.9999999998836,,,,,,,,,,,,,,,
1065.9999999998836,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,134,48,0,189
1140.0,0,,1,3,0,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,134,48,1,188
1940.0,,,,,,,,,,,,,,,
280.0,,-1,,1,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,135,48,0,188
375.0,1,,0,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,135,48,1,188
438.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,135,48,2,188
436.0,2,,1,2,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,5,135,48,3,188
434.0,3,,-1,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,8,135,48,4,189
437.0,4,,0,1,4,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,12,135,48,5,189
435.0,,,,,,,,,,,,,,,
231.0,,-1,,0,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,136,48,0,189
2474.0,1,,1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,136,48,1,188
495.0,2,,0,1,2,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,3,136,48,2,188
444.0,3,,0,1,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,6,136,48,3,188
439.0,3,,1,2,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,9,136,48,4,189
488.0,3,,0,2,3,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,12,136,48,5,189
445.0,3,,1,3,3,True,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,15,136,48,6,189
443.0,,,,,,,,,,,,,,,
244.0,,-1,,2,,,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,137,48,0,189
377.0,0,,0,2,0,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,0,137,48,1,190
425.0,1,,-1,1,1,False,2018-07-17 16:46:33,find_the_center_sim,False,3928866344,1,137,48,2,190
659.0,1,,1,2,1,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,2,137,48,3,189
2151.0,1,,0,2,1,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,3,137,48,4,189
431.0,1,,1,3,1,True,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,4,137,48,5,190
400.0,,,,,,,,,,,,,,,
222.0,,-1,,0,,,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,0,138,48,0,190
377.0,1,,1,1,1,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,1,138,48,1,190
399.0,1,,-1,0,1,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,2,138,48,2,190
403.0,1,,0,0,1,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,3,138,48,3,191
494.0,1,,0,0,1,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,4,138,48,4,191
395.0,1,,0,0,1,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,5,138,48,5,191
397.0,2,,1,1,2,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,7,138,48,6,192
408.0,3,,0,1,3,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,10,138,48,7,190
2517.0,3,,1,2,3,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,13,138,48,8,191
483.0,3,,0,2,3,False,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,16,138,48,9,191
630.0,4,,-1,1,4,True,2018-07-17 16:46:34,find_the_center_sim,False,3928866344,20,138,48,10,191
